PSA_ID,Domain,English,Kiswahili,Dholuo,Source,Date,Metadata
PSA002810,Agriculture,Directorate of Veterinary Services is holding a workshop in West Pokot County on warehouse receipt financing for smallholder tea farmers.,Kurugenzi ya Huduma za Mifugo inaandaa warsha katika Kaunti ya West Pokot kuhusu ufadhili wa risiti za ghala kwa wakulima wadogo wa chai.,,FAO Kenya,4/15/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - warehouse receipt financing
PSA002811,Agriculture,Youth-led agribusiness groups in Kwale County can apply for support under group certification for export initiatives.,Vikundi vya biashara ya kilimo vinavyoongozwa na vijana katika Kaunti ya Kwale vinaweza kuomba usaidizi chini ya uidhinishaji wa vikundi kwa ajili ya mipango ya kuuza nje.,,County Directorate of Agriculture,4/6/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - group certification for export
PSA002812,Agriculture,Kenya National Farmers' Federation is holding a workshop in West Pokot County on commodity price alerts via SMS for smallholder coffee farmers.,Shirikisho la Kitaifa la Wakulima la Kenya linaandaa warsha katika Kaunti ya West Pokot kuhusu tahadhari za bei za bidhaa kupitia SMS kwa wakulima wadogo wa kahawa.,,Kenya National Farmers' Federation,7/21/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - commodity price alerts via SMS
PSA002813,Agriculture,County Directorate of Agriculture is holding a workshop in Kilifi County on cooperative membership registration for smallholder cassava farmers.,Kurugenzi ya Kilimo ya Kaunti inafanya warsha katika Kaunti ya Kilifi kuhusu usajili wa uanachama wa vyama vya ushirika kwa wakulima wadogo wa mihogo.,,State Department for Cooperatives,1/1/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - cooperative membership registration
PSA002814,Agriculture,Directorate of Veterinary Services is holding a workshop in Narok County on cooperative membership registration for smallholder passion fruit farmers.,Kurugenzi ya Huduma za Mifugo inaandaa warsha katika Kaunti ya Narok kuhusu usajili wa uanachama wa vyama vya ushirika kwa wakulima wadogo wa matunda ya passion.,,County Directorate of Agriculture,7/26/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - cooperative membership registration
PSA002815,Agriculture,National Drought Management Authority is encouraging sorghum farmers in Samburu County to join cooperatives to access commodity price alerts via SMS.,Mamlaka ya Kitaifa ya Usimamizi wa Ukame inawahimiza wakulima wa mtama katika Kaunti ya Samburu kujiunga na vyama vya ushirika ili kupata arifa za bei za bidhaa kupitia SMS.,,County Government Extension Services,5/9/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - commodity price alerts via SMS
PSA002816,Agriculture,National Drought Management Authority reminds onions exporters in West Pokot County of new requirements related to digital marketplace registration.,Mamlaka ya Kitaifa ya Usimamizi wa Ukame inawakumbusha wauzaji nje wa vitunguu katika Kaunti ya West Pokot kuhusu mahitaji mapya yanayohusiana na usajili wa soko la kidijitali.,,KALRO,7/18/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - digital marketplace registration
PSA002817,Agriculture,FAO Kenya reminds groundnuts exporters in Bungoma County of new requirements related to commodity price alerts via SMS.,FAO Kenya yawakumbusha wauzaji nje wa karanga katika Kaunti ya Bungoma kuhusu mahitaji mapya yanayohusiana na arifa za bei za bidhaa kupitia SMS.,,Agricultural Sector Transformation Programme,1/21/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - commodity price alerts via SMS
PSA002818,Agriculture,Small-scale passion fruit farmers in Kakamega County are advised to register for youth agribusiness start-up grants to improve market access.,Wakulima wadogo wa matunda ya passion katika Kaunti ya Kakamega wanashauriwa kujiandikisha kwa ruzuku za vijana za kuanzisha biashara ya kilimo ili kuboresha upatikanaji wa soko.,,"Ministry of Agriculture, Livestock and Fisheries",5/14/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - youth agribusiness start-up grants
PSA002819,Agriculture,Small-scale tea farmers in Kilifi County are advised to register for cooperative membership registration to improve market access.,Wakulima wadogo wa chai katika Kaunti ya Kilifi wanashauriwa kujiandikisha kwa ajili ya usajili wa uanachama wa vyama vya ushirika ili kuboresha upatikanaji wa soko.,,County Directorate of Agriculture,7/22/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - cooperative membership registration
PSA002820,Agriculture,Farmers in Kitui County producing millet can now benefit from digital marketplace registration coordinated by County Government Extension Services.,Wakulima katika Kaunti ya Kitui wanaozalisha mtama sasa wanaweza kunufaika na usajili wa soko la kidijitali unaoratibiwa na Huduma za Ugani za Serikali ya Kaunti.,,County Government Extension Services,1/17/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - digital marketplace registration
PSA002821,Agriculture,Kenya National Farmers' Federation is holding a workshop in Taita Taveta County on group certification for export for smallholder sunflower farmers.,Shirikisho la Kitaifa la Wakulima la Kenya linaendesha warsha katika Kaunti ya Taita Taveta kuhusu uidhinishaji wa vikundi kwa ajili ya kuuza nje kwa wakulima wadogo wa alizeti.,,Directorate of Veterinary Services,4/25/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - group certification for export
PSA002822,Agriculture,Farmers in Kajiado County producing wheat can now benefit from value addition training coordinated by County Directorate of Agriculture.,Wakulima katika Kaunti ya Kajiado wanaozalisha ngano sasa wanaweza kunufaika na mafunzo ya kuongeza thamani yanayoratibiwa na Kurugenzi ya Kilimo ya Kaunti.,,KEPHIS,2/23/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - value addition training
PSA002823,Agriculture,Farmers in Narok County producing macadamia can now benefit from youth agribusiness start-up grants coordinated by FAO Kenya.,Wakulima katika Kaunti ya Narok wanaozalisha makadamia sasa wanaweza kunufaika na ruzuku za vijana za kuanzisha biashara ya kilimo zinazoratibiwa na FAO Kenya.,,KALRO,3/12/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - youth agribusiness start-up grants
PSA002824,Agriculture,KALRO is encouraging French beans farmers in Kitui County to join cooperatives to access value addition training.,KALRO inawahimiza wakulima wa maharagwe ya Kifaransa katika Kaunti ya Kitui kujiunga na vyama vya ushirika ili kupata mafunzo ya kuongeza thamani.,,County Government Extension Services,1/27/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - value addition training
PSA002825,Agriculture,Directorate of Veterinary Services is holding a workshop in Bomet County on youth agribusiness start-up grants for smallholder groundnuts farmers.,Kurugenzi ya Huduma za Mifugo inaandaa warsha katika Kaunti ya Bomet kuhusu ruzuku za vijana za kuanzisha biashara ya kilimo kwa wakulima wadogo wa karanga.,,State Department for Cooperatives,5/23/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - youth agribusiness start-up grants
PSA002826,Agriculture,State Department for Cooperatives reminds sugarcane exporters in Wajir County of new requirements related to fair trade certification.,Idara ya Ushirika ya Jimbo inawakumbusha wauzaji nje wa miwa katika Kaunti ya Wajir kuhusu mahitaji mapya yanayohusiana na uidhinishaji wa biashara ya haki.,,KEPHIS,7/4/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - fair trade certification
PSA002827,Agriculture,Small-scale wheat farmers in Isiolo County are advised to register for cooperative membership registration to improve market access.,Wakulima wadogo wa ngano katika Kaunti ya Isiolo wanashauriwa kujiandikisha kwa ajili ya usajili wa uanachama wa vyama vya ushirika ili kuboresha upatikanaji wa soko.,,County Government Extension Services,7/6/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - cooperative membership registration
PSA002828,Agriculture,Kenya Meteorological Department is encouraging mango farmers in Garissa County to join cooperatives to access digital marketplace registration.,Idara ya Hali ya Hewa ya Kenya inawahimiza wakulima wa maembe katika Kaunti ya Garissa kujiunga na vyama vya ushirika ili kupata usajili wa soko la kidijitali.,,Kenya National Farmers' Federation,6/19/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - digital marketplace registration
PSA002829,Agriculture,"Ministry of Agriculture, Livestock and Fisheries is encouraging French beans farmers in Migori County to join cooperatives to access warehouse receipt financing.","Wizara ya Kilimo, Mifugo na Uvuvi inawahimiza wakulima wa maharagwe ya Kifaransa katika Kaunti ya Migori kujiunga na vyama vya ushirika ili kupata ufadhili wa risiti za ghala.",,County Directorate of Agriculture,5/26/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - warehouse receipt financing
PSA002830,Agriculture,State Department for Cooperatives is holding a workshop in Narok County on cooperative membership registration for smallholder passion fruit farmers.,Idara ya Ushirika ya Jimbo inaendesha warsha katika Kaunti ya Narok kuhusu usajili wa uanachama wa ushirika kwa wakulima wadogo wa matunda ya passion.,,National Cereals and Produce Board,3/8/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - cooperative membership registration
PSA002831,Agriculture,Small-scale millet farmers in Bomet County are advised to register for youth agribusiness start-up grants to improve market access.,Wakulima wadogo wa mtama katika Kaunti ya Bomet wanashauriwa kujiandikisha kwa ruzuku za vijana za kuanzisha biashara ya kilimo ili kuboresha upatikanaji wa soko.,,"Ministry of Agriculture, Livestock and Fisheries",3/17/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - youth agribusiness start-up grants
PSA002832,Agriculture,Farmers in Narok County producing cotton can now benefit from commodity price alerts via SMS coordinated by Kenya National Farmers' Federation.,Wakulima katika Kaunti ya Narok wanaozalisha pamba sasa wanaweza kunufaika na arifa za bei za bidhaa kupitia SMS iliyoratibiwa na Shirikisho la Kitaifa la Wakulima la Kenya.,,County Directorate of Agriculture,6/26/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - commodity price alerts via SMS
PSA002833,Agriculture,County Government Extension Services reminds onions exporters in Homa Bay County of new requirements related to youth agribusiness start-up grants.,Huduma za Upanuzi za Serikali ya Kaunti zinawakumbusha wauzaji nje wa vitunguu katika Kaunti ya Homa Bay kuhusu mahitaji mapya yanayohusiana na ruzuku za vijana za biashara ya kilimo.,,KEPHIS,6/26/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - youth agribusiness start-up grants
PSA002834,Agriculture,Small-scale coffee farmers in Kwale County are advised to register for fair trade certification to improve market access.,Wakulima wadogo wa kahawa katika Kaunti ya Kwale wanashauriwa kujiandikisha kwa ajili ya uidhinishaji wa biashara ya haki ili kuboresha upatikanaji wa soko.,,Kenya National Farmers' Federation,5/10/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - fair trade certification
PSA002835,Agriculture,State Department for Cooperatives is holding a workshop in Busia County on warehouse receipt financing for smallholder millet farmers.,Idara ya Ushirika ya Jimbo inaandaa warsha katika Kaunti ya Busia kuhusu ufadhili wa risiti za ghala kwa wakulima wadogo wa mtama.,,County Government Extension Services,4/3/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - warehouse receipt financing
PSA002836,Agriculture,National Drought Management Authority reminds tomatoes exporters in Kisumu County of new requirements related to bulk buyer linkage programs.,Mamlaka ya Kitaifa ya Usimamizi wa Ukame inawakumbusha wauzaji nje wa nyanya katika Kaunti ya Kisumu kuhusu mahitaji mapya yanayohusiana na programu za kuunganisha wanunuzi wa jumla.,,KALRO,5/26/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - bulk buyer linkage programs
PSA002837,Agriculture,Farmers in Samburu County producing coffee can now benefit from cross-border trade documentation coordinated by Kenya Meteorological Department.,Wakulima katika Kaunti ya Samburu wanaozalisha kahawa sasa wanaweza kunufaika na nyaraka za biashara za mpakani zinazoratibiwa na Idara ya Hali ya Hewa ya Kenya.,,FAO Kenya,7/17/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - cross-border trade documentation
PSA002838,Agriculture,National Drought Management Authority is holding a workshop in Kisii County on commodity price alerts via SMS for smallholder maize farmers.,Mamlaka ya Kitaifa ya Usimamizi wa Ukame inaandaa warsha katika Kaunti ya Kisii kuhusu arifa za bei za bidhaa kupitia SMS kwa wakulima wadogo wa mahindi.,,Agricultural Sector Transformation Programme,4/5/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - commodity price alerts via SMS
PSA002839,Agriculture,County Government Extension Services is encouraging wheat farmers in Narok County to join cooperatives to access bulk buyer linkage programs.,Huduma za Ugani za Serikali ya Kaunti zinawahimiza wakulima wa ngano katika Kaunti ya Narok kujiunga na vyama vya ushirika ili kufikia programu za uunganisho wa wanunuzi wa wingi.,,State Department for Cooperatives,7/21/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - bulk buyer linkage programs
PSA002840,Agriculture,Youth-led agribusiness groups in Kwale County can apply for support under warehouse receipt financing initiatives.,Vikundi vya biashara ya kilimo vinavyoongozwa na vijana katika Kaunti ya Kwale vinaweza kuomba usaidizi chini ya mipango ya ufadhili wa risiti za ghala.,,Kenya Meteorological Department,7/13/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - warehouse receipt financing
PSA002841,Agriculture,Small-scale tomatoes farmers in Taita Taveta County are advised to register for fair trade certification to improve market access.,Wakulima wadogo wa nyanya katika Kaunti ya Taita Taveta wanashauriwa kujiandikisha kwa ajili ya uidhinishaji wa biashara ya haki ili kuboresha upatikanaji wa soko.,,State Department for Cooperatives,4/28/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - fair trade certification
PSA002842,Agriculture,FAO Kenya is holding a workshop in Nandi County on fair trade certification for smallholder cotton farmers.,FAO Kenya inaendesha warsha katika Kaunti ya Nandi kuhusu uidhinishaji wa biashara ya haki kwa wakulima wadogo wa pamba.,,National Drought Management Authority,3/27/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - fair trade certification
PSA002843,Agriculture,Youth-led agribusiness groups in Kilifi County can apply for support under cooperative membership registration initiatives.,Vikundi vya biashara ya kilimo vinavyoongozwa na vijana katika Kaunti ya Kilifi vinaweza kuomba usaidizi chini ya mipango ya usajili wa uanachama wa vyama vya ushirika.,,National Drought Management Authority,7/20/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - cooperative membership registration
PSA002844,Agriculture,Youth-led agribusiness groups in Wajir County can apply for support under commodity price alerts via SMS initiatives.,Vikundi vya biashara ya kilimo vinavyoongozwa na vijana katika Kaunti ya Wajir vinaweza kuomba usaidizi chini ya arifa za bei za bidhaa kupitia mipango ya SMS.,,FAO Kenya,6/20/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - commodity price alerts via SMS
PSA002845,Agriculture,Youth-led agribusiness groups in Bungoma County can apply for support under fair trade certification initiatives.,Vikundi vya biashara ya kilimo vinavyoongozwa na vijana katika Kaunti ya Bungoma vinaweza kuomba usaidizi chini ya mipango ya uidhinishaji wa biashara ya haki.,,KEPHIS,1/9/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - fair trade certification
PSA002846,Agriculture,Small-scale millet farmers in Nandi County are advised to register for cross-border trade documentation to improve market access.,Wakulima wadogo wa mtama katika Kaunti ya Nandi wanashauriwa kujiandikisha kwa ajili ya kupata hati za biashara za mpakani ili kuboresha upatikanaji wa soko.,,FAO Kenya,4/16/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - cross-border trade documentation
PSA002847,Agriculture,Farmers in Machakos County producing millet can now benefit from cross-border trade documentation coordinated by Agricultural Sector Transformation Programme.,Wakulima katika Kaunti ya Machakos wanaozalisha mtama sasa wanaweza kunufaika na nyaraka za biashara za mpakani zinazoratibiwa na Programu ya Mabadiliko ya Sekta ya Kilimo.,,National Drought Management Authority,7/22/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - cross-border trade documentation
PSA002848,Agriculture,Farmers in Laikipia County producing millet can now benefit from group certification for export coordinated by FAO Kenya.,Wakulima katika Kaunti ya Laikipia wanaozalisha mtama sasa wanaweza kunufaika na uthibitisho wa kikundi kwa ajili ya kuuza nje unaoratibiwa na FAO Kenya.,,Directorate of Veterinary Services,3/22/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - group certification for export
PSA002849,Agriculture,Small-scale passion fruit farmers in Meru County are advised to register for value addition training to improve market access.,Wakulima wadogo wa matunda ya passion katika Kaunti ya Meru wanashauriwa kujiandikisha kwa ajili ya mafunzo ya kuongeza thamani ili kuboresha upatikanaji wa soko.,,National Cereals and Produce Board,1/10/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - value addition training
PSA002850,Agriculture,"Ministry of Agriculture, Livestock and Fisheries reminds avocado exporters in Nyamira County of new requirements related to cross-border trade documentation.","Wizara ya Kilimo, Mifugo na Uvuvi inawakumbusha wauzaji nje wa parachichi katika Kaunti ya Nyamira kuhusu mahitaji mapya yanayohusiana na nyaraka za biashara za mpakani.",,National Drought Management Authority,5/10/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - cross-border trade documentation
PSA002851,Agriculture,FAO Kenya is holding a workshop in Isiolo County on warehouse receipt financing for smallholder mango farmers.,FAO Kenya inaendesha warsha katika Kaunti ya Isiolo kuhusu ufadhili wa risiti za ghala kwa wakulima wadogo wa maembe.,,County Directorate of Agriculture,6/12/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - warehouse receipt financing
PSA002852,Agriculture,"Ministry of Agriculture, Livestock and Fisheries reminds avocado exporters in Busia County of new requirements related to bulk buyer linkage programs.","Wizara ya Kilimo, Mifugo na Uvuvi inawakumbusha wauzaji nje wa parachichi katika Kaunti ya Busia kuhusu mahitaji mapya yanayohusiana na programu za kuunganisha wanunuzi wa jumla.",,County Government Extension Services,7/13/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - bulk buyer linkage programs
PSA002853,Agriculture,Agricultural Sector Transformation Programme is holding a workshop in Nandi County on youth agribusiness start-up grants for smallholder bananas farmers.,Programu ya Mabadiliko ya Sekta ya Kilimo inaandaa warsha katika Kaunti ya Nandi kuhusu ruzuku za vijana za kuanzisha biashara ya kilimo kwa wakulima wadogo wa ndizi.,,"Ministry of Agriculture, Livestock and Fisheries",3/26/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - youth agribusiness start-up grants
PSA002854,Agriculture,County Directorate of Agriculture is holding a workshop in Nyeri County on cooperative membership registration for smallholder tea farmers.,Kurugenzi ya Kilimo ya Kaunti inaandaa warsha katika Kaunti ya Nyeri kuhusu usajili wa uanachama wa vyama vya ushirika kwa wakulima wadogo wa chai.,,Directorate of Veterinary Services,6/10/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - cooperative membership registration
PSA002855,Agriculture,Small-scale cotton farmers in Samburu County are advised to register for cooperative membership registration to improve market access.,Wakulima wadogo wa pamba katika Kaunti ya Samburu wanashauriwa kujiandikisha kwa ajili ya usajili wa uanachama wa vyama vya ushirika ili kuboresha upatikanaji wa soko.,,National Drought Management Authority,1/19/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - cooperative membership registration
PSA002856,Agriculture,FAO Kenya is holding a workshop in Migori County on warehouse receipt financing for smallholder sunflower farmers.,FAO Kenya inaendesha warsha katika Kaunti ya Migori kuhusu ufadhili wa risiti za ghala kwa wakulima wadogo wa alizeti.,,KEPHIS,6/27/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - warehouse receipt financing
PSA002857,Agriculture,Kenya National Farmers' Federation is encouraging passion fruit farmers in Isiolo County to join cooperatives to access warehouse receipt financing.,Shirikisho la Kitaifa la Wakulima la Kenya linawahimiza wakulima wa matunda ya passion katika Kaunti ya Isiolo kujiunga na vyama vya ushirika ili kupata ufadhili wa risiti za ghala.,,KEPHIS,3/22/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - warehouse receipt financing
PSA002858,Agriculture,Farmers in Kericho County producing bananas can now benefit from group certification for export coordinated by Agricultural Sector Transformation Programme.,Wakulima katika Kaunti ya Kericho wanaolima ndizi sasa wanaweza kunufaika na uthibitisho wa kikundi kwa ajili ya kuuza nje unaoratibiwa na Programu ya Mabadiliko ya Sekta ya Kilimo.,,KEPHIS,2/10/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - group certification for export
PSA002859,Agriculture,National Drought Management Authority is holding a workshop in Meru County on commodity price alerts via SMS for smallholder wheat farmers.,Mamlaka ya Kitaifa ya Usimamizi wa Ukame inaandaa warsha katika Kaunti ya Meru kuhusu arifa za bei za bidhaa kupitia SMS kwa wakulima wadogo wa ngano.,,Directorate of Veterinary Services,5/11/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - commodity price alerts via SMS
PSA002860,Agriculture,Kenya Meteorological Department is holding a workshop in Tharaka Nithi County on group certification for export for smallholder cassava farmers.,Idara ya Hali ya Hewa ya Kenya inafanya warsha katika Kaunti ya Tharaka Nithi kuhusu uidhinishaji wa vikundi kwa ajili ya kuuza nje kwa wakulima wadogo wa mihogo.,,National Drought Management Authority,6/12/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - group certification for export
PSA002861,Agriculture,Small-scale onions farmers in Baringo County are advised to register for value addition training to improve market access.,Wakulima wadogo wa vitunguu katika Kaunti ya Baringo wanashauriwa kujiandikisha kwa ajili ya mafunzo ya kuongeza thamani ili kuboresha upatikanaji wa soko.,,FAO Kenya,2/16/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - value addition training
PSA002862,Agriculture,Youth-led agribusiness groups in Vihiga County can apply for support under cooperative membership registration initiatives.,Vikundi vya biashara ya kilimo vinavyoongozwa na vijana katika Kaunti ya Vihiga vinaweza kuomba usaidizi chini ya mipango ya usajili wa uanachama wa vyama vya ushirika.,,National Drought Management Authority,6/12/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - cooperative membership registration
PSA002863,Agriculture,Youth-led agribusiness groups in Mandera County can apply for support under value addition training initiatives.,Vikundi vya biashara ya kilimo vinavyoongozwa na vijana katika Kaunti ya Mandera vinaweza kuomba usaidizi chini ya mipango ya mafunzo ya kuongeza thamani.,,Kenya National Farmers' Federation,7/5/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - value addition training
PSA002864,Agriculture,Small-scale sorghum farmers in Nakuru County are advised to register for digital marketplace registration to improve market access.,Wakulima wadogo wa mtama katika Kaunti ya Nakuru wanashauriwa kujiandikisha kwa ajili ya usajili wa soko la kidijitali ili kuboresha upatikanaji wa soko.,,County Government Extension Services,7/28/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - digital marketplace registration
PSA002865,Agriculture,Youth-led agribusiness groups in Kisumu County can apply for support under bulk buyer linkage programs initiatives.,Vikundi vya biashara ya kilimo vinavyoongozwa na vijana katika Kaunti ya Kisumu vinaweza kuomba usaidizi chini ya mipango ya uunganishaji wa wanunuzi wengi.,,National Drought Management Authority,1/26/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - bulk buyer linkage programs
PSA002866,Agriculture,National Cereals and Produce Board reminds bananas exporters in Bungoma County of new requirements related to value addition training.,Bodi ya Kitaifa ya Nafaka na Mazao inawakumbusha wauzaji nje wa ndizi katika Kaunti ya Bungoma kuhusu mahitaji mapya yanayohusiana na mafunzo ya kuongeza thamani.,,State Department for Cooperatives,2/4/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - value addition training
PSA002867,Agriculture,Kenya National Farmers' Federation is encouraging passion fruit farmers in Narok County to join cooperatives to access fair trade certification.,Shirikisho la Kitaifa la Wakulima la Kenya linawahimiza wakulima wa matunda ya passion katika Kaunti ya Narok kujiunga na vyama vya ushirika ili kupata cheti cha biashara ya haki.,,KALRO,7/21/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - fair trade certification
PSA002868,Agriculture,County Directorate of Agriculture reminds macadamia exporters in Nandi County of new requirements related to youth agribusiness start-up grants.,Kurugenzi ya Kilimo ya Kaunti inawakumbusha wauzaji nje wa makadamia katika Kaunti ya Nandi kuhusu mahitaji mapya yanayohusiana na ruzuku za vijana za biashara ya kilimo.,,National Cereals and Produce Board,5/11/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - youth agribusiness start-up grants
PSA002869,Agriculture,Farmers in Trans Nzoia County producing coffee can now benefit from digital marketplace registration coordinated by Agricultural Sector Transformation Programme.,Wakulima katika Kaunti ya Trans Nzoia wanaozalisha kahawa sasa wanaweza kunufaika na usajili wa soko la kidijitali unaoratibiwa na Programu ya Mabadiliko ya Sekta ya Kilimo.,,State Department for Cooperatives,5/21/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - digital marketplace registration
PSA002870,Agriculture,Kenya Meteorological Department reminds coffee exporters in Nyeri County of new requirements related to warehouse receipt financing.,Idara ya Hali ya Hewa ya Kenya inawakumbusha wauzaji nje wa kahawa katika Kaunti ya Nyeri kuhusu mahitaji mapya yanayohusiana na ufadhili wa risiti za ghala.,,Directorate of Veterinary Services,1/19/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - warehouse receipt financing
PSA002871,Agriculture,State Department for Cooperatives is holding a workshop in Marsabit County on youth agribusiness start-up grants for smallholder passion fruit farmers.,Idara ya Ushirika ya Jimbo inaendesha warsha katika Kaunti ya Marsabit kuhusu ruzuku za kuanzisha biashara ya kilimo kwa vijana kwa wakulima wadogo wa matunda ya passion.,,Directorate of Veterinary Services,5/6/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - youth agribusiness start-up grants
PSA002872,Agriculture,Small-scale sorghum farmers in Narok County are advised to register for value addition training to improve market access.,Wakulima wadogo wa mtama katika Kaunti ya Narok wanashauriwa kujiandikisha kwa ajili ya mafunzo ya kuongeza thamani ili kuboresha upatikanaji wa soko.,,KALRO,1/7/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - value addition training
PSA002873,Agriculture,State Department for Cooperatives is holding a workshop in Nyandarua County on bulk buyer linkage programs for smallholder passion fruit farmers.,Idara ya Ushirika ya Jimbo inaendesha warsha katika Kaunti ya Nyandarua kuhusu programu za uunganishaji wa wanunuzi kwa wingi kwa wakulima wadogo wa matunda ya passion.,,Kenya Meteorological Department,3/4/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - bulk buyer linkage programs
PSA002874,Agriculture,Youth-led agribusiness groups in Murang'a County can apply for support under bulk buyer linkage programs initiatives.,Vikundi vya biashara ya kilimo vinavyoongozwa na vijana katika Kaunti ya Murang'a vinaweza kuomba usaidizi chini ya mipango ya uunganishaji wa wanunuzi wengi.,,Kenya Meteorological Department,3/21/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - bulk buyer linkage programs
PSA002875,Agriculture,State Department for Cooperatives is holding a workshop in Trans Nzoia County on group certification for export for smallholder sorghum farmers.,Idara ya Ushirika ya Jimbo inaendesha warsha katika Kaunti ya Trans Nzoia kuhusu uidhinishaji wa vikundi kwa ajili ya kuuza nje kwa wakulima wadogo wa mtama.,,FAO Kenya,6/22/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - group certification for export
PSA002876,Agriculture,County Government Extension Services reminds coffee exporters in Kitui County of new requirements related to value addition training.,Huduma za Ugani za Serikali ya Kaunti zinawakumbusha wauzaji nje wa kahawa katika Kaunti ya Kitui kuhusu mahitaji mapya yanayohusiana na mafunzo ya kuongeza thamani.,,State Department for Cooperatives,4/19/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - value addition training
PSA002877,Agriculture,Kenya Meteorological Department reminds rice exporters in Samburu County of new requirements related to cooperative membership registration.,Idara ya Hali ya Hewa ya Kenya inawakumbusha wauzaji nje wa mchele katika Kaunti ya Samburu kuhusu mahitaji mapya yanayohusiana na usajili wa uanachama wa vyama vya ushirika.,,KEPHIS,7/22/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - cooperative membership registration
