PSA_ID,Domain,English,Kiswahili,Dholuo
PSA004414,Agriculture,Farmers growing sugarcane in Kilifi County are invited to attend a county extension baraza focused on agroforestry and soil conservation.,Wakulima wanaolima miwa katika Kaunti ya Kilifi wanaalikwa kuhudhuria baraza la ugani la kaunti linalolenga kilimo mseto na uhifadhi wa udongo.,
PSA004415,Agriculture,Farmers growing macadamia in Nyeri County are invited to attend a radio farmer program focused on value addition and processing techniques.,Wakulima wanaolima makadamia katika Kaunti ya Nyeri wanaalikwa kuhudhuria kipindi cha redio cha wakulima kinacholenga mbinu za kuongeza thamani na usindikaji.,
PSA004416,Agriculture,County Government Extension Services extension officers will visit Nyandarua County this month to guide goats keepers on post-harvest handling and storage.,Maafisa wa huduma za ugani wa Serikali ya Kaunti watatembelea Kaunti ya Nyandarua mwezi huu kuwaongoza wafugaji wa mbuzi kuhusu utunzaji na uhifadhi baada ya mavuno.,
PSA004417,Agriculture,Egerton University Extension Outreach extension officers will visit Taita Taveta County this month to guide sheep keepers on use of certified seed.,Maafisa wa ugani wa Chuo Kikuu cha Egerton watatembelea Kaunti ya Taita Taveta mwezi huu kuwaongoza wafugaji wa kondoo kuhusu matumizi ya mbegu zilizoidhinishwa.,
PSA004418,Agriculture,Farmers growing sweet potatoes in Nyeri County are invited to attend a training-of-trainers workshop focused on artificial insemination techniques.,Wakulima wanaolima viazi vitamu katika Kaunti ya Nyeri wanaalikwa kuhudhuria warsha ya mafunzo ya wakufunzi inayolenga mbinu za upandikizaji wa mbegu bandia.,
PSA004419,Agriculture,National Youth in Agriculture Programme extension officers will visit Trans Nzoia County this month to guide beef cattle keepers on record-keeping for farm profitability.,Maafisa wa ugani wa Programu ya Kitaifa ya Vijana katika Kilimo watatembelea Kaunti ya Trans Nzoia mwezi huu kuwaongoza wafugaji wa ng'ombe wa nyama ya ng'ombe kuhusu utunzaji wa kumbukumbu kwa faida ya shamba.,
PSA004420,Agriculture,FAO Kenya Extension Programme is holding a village-level farmer clinic in Narok County to train farmers on biogas and renewable energy on farms.,Mpango wa Ugani wa FAO Kenya unaandaa kliniki ya wakulima katika ngazi ya kijiji katika Kaunti ya Narok ili kuwafunza wakulima kuhusu biogesi na nishati mbadala mashambani.,
PSA004421,Agriculture,"Farmers in Nyandarua County can now access free advice on agroforestry and soil conservation through a training-of-trainers workshop organized by Ministry of Agriculture, Livestock and Fisheries.","Wakulima katika Kaunti ya Nyandarua sasa wanaweza kupata ushauri wa bure kuhusu kilimo mseto na uhifadhi wa udongo kupitia warsha ya mafunzo ya wakufunzi iliyoandaliwa na Wizara ya Kilimo, Mifugo na Uvuvi.",
PSA004422,Agriculture,"Farmers are encouraged to register for a demonstration plot in Makueni County, which will cover livestock feed formulation for both mango and dairy cattle enterprises.","Wakulima wanahimizwa kujiandikisha kwa ajili ya shamba la maonyesho katika Kaunti ya Makueni, ambalo litashughulikia uundaji wa chakula cha mifugo kwa ajili ya biashara za maembe na ng'ombe wa maziwa.",
PSA004423,Agriculture,"Farmers are encouraged to register for an agricultural show booth in Kwale County, which will cover water-efficient irrigation methods for both tomatoes and bees enterprises.","Wakulima wanahimizwa kujiandikisha kwa ajili ya kibanda cha maonyesho ya kilimo katika Kaunti ya Kwale, ambacho kitashughulikia mbinu za umwagiliaji zinazotumia maji kwa ufanisi kwa biashara za nyanya na nyuki.",
PSA004424,Agriculture,Farmers growing coffee in Kakamega County are invited to attend a farmer field school focused on integrated pest management.,Wakulima wanaolima kahawa katika Kaunti ya Kakamega wanaalikwa kuhudhuria shule ya shamba ya wakulima inayolenga usimamizi jumuishi wa wadudu.,
PSA004425,Agriculture,Sessions on post-harvest handling and storage through a village-level farmer clinic are scheduled in Kwale County for farmers keeping dairy cows.,Vikao kuhusu utunzaji na uhifadhi baada ya mavuno kupitia kliniki ya wakulima ya ngazi ya kijiji vimepangwa katika Kaunti ya Kwale kwa ajili ya wakulima wanaofuga ng'ombe wa maziwa.,
PSA004426,Agriculture,Farmers in Kajiado County can now access free advice on greenhouse and tunnel farming through a mobile SMS advisory service organized by KALRO Extension Unit.,Wakulima katika Kaunti ya Kajiado sasa wanaweza kupata ushauri wa bure kuhusu kilimo cha chafu na handaki kupitia huduma ya ushauri wa SMS kwa njia ya simu iliyoandaliwa na Kitengo cha Ugani cha KALRO.,
PSA004427,Agriculture,"To improve rice yields, FAO Kenya Extension Programme is rolling out a training-of-trainers workshop on value addition and processing techniques across Baringo County.","Ili kuboresha mavuno ya mpunga, Programu ya Ugani ya FAO Kenya inaanzisha warsha ya mafunzo ya wakufunzi kuhusu mbinu za kuongeza thamani na usindikaji katika Kaunti ya Baringo.",
PSA004428,Agriculture,Farmers growing beans in Kilifi County are invited to attend an on-farm coaching visit focused on biogas and renewable energy on farms.,Wakulima wanaolima maharagwe katika Kaunti ya Kilifi wanaalikwa kuhudhuria ziara ya mafunzo shambani inayolenga gesi asilia na nishati mbadala mashambani.,
PSA004429,Agriculture,Egerton University Extension Outreach extension officers will visit Kiambu County this month to guide goats keepers on correct fertilizer application rates.,Maafisa wa ugani wa Chuo Kikuu cha Egerton watatembelea Kaunti ya Kiambu mwezi huu ili kuwaongoza wafugaji wa mbuzi kuhusu viwango sahihi vya matumizi ya mbolea.,
PSA004430,Agriculture,Sessions on use of certified seed through a WhatsApp farmer group are scheduled in Nandi County for farmers keeping pigs.,Vikao kuhusu matumizi ya mbegu zilizoidhinishwa kupitia kikundi cha wakulima cha WhatsApp vimepangwa katika Kaunti ya Nandi kwa ajili ya wakulima wanaofuga nguruwe.,
PSA004431,Agriculture,"Ministry of Agriculture, Livestock and Fisheries reminds bees keepers in Kilifi County to attend a WhatsApp farmer group covering post-harvest handling and storage.","Wizara ya Kilimo, Mifugo na Uvuvi inawakumbusha wafugaji nyuki katika Kaunti ya Kilifi kuhudhuria kikundi cha wakulima cha WhatsApp kinachoshughulikia utunzaji na uhifadhi wa nyuki baada ya mavuno.",
PSA004432,Agriculture,Sessions on artificial insemination techniques through a radio farmer program are scheduled in Migori County for farmers keeping rabbits.,Vipindi kuhusu mbinu za upandikizaji wa mbegu bandia kupitia kipindi cha redio cha mkulima vimepangwa katika Kaunti ya Migori kwa ajili ya wakulima wanaofuga sungura.,
PSA004433,Agriculture,Farmers growing wheat in West Pokot County are invited to attend a village-level farmer clinic focused on record-keeping for farm profitability.,Wakulima wanaolima ngano katika Kaunti ya Pokot Magharibi wanaalikwa kuhudhuria kliniki ya wakulima ya ngazi ya kijiji inayolenga utunzaji wa kumbukumbu kwa faida ya shamba.,
PSA004434,Agriculture,KALRO Extension Unit is holding a training-of-trainers workshop in Trans Nzoia County to train farmers on livestock feed formulation.,Kitengo cha Ugani cha KALRO kinafanya warsha ya mafunzo ya wakufunzi katika Kaunti ya Trans Nzoia ili kuwafunza wakulima kuhusu uundaji wa chakula cha mifugo.,
PSA004435,Agriculture,FAO Kenya Extension Programme is holding a demonstration plot in Turkana County to train farmers on record-keeping for farm profitability.,Programu ya Ugani ya FAO Kenya inaandaa shamba la maonyesho katika Kaunti ya Turkana ili kuwafunza wakulima kuhusu utunzaji wa kumbukumbu kwa faida ya shamba.,
PSA004436,Agriculture,County Government Extension Services reminds pigs keepers in Bomet County to attend a village-level farmer clinic covering climate-smart agronomic practices.,Huduma za Ugani za Serikali ya Kaunti zinawakumbusha wafugaji nguruwe katika Kaunti ya Bomet kuhudhuria kliniki ya wakulima ya ngazi ya kijiji inayoshughulikia mbinu za kilimo zinazozingatia hali ya hewa.,
PSA004437,Agriculture,Sessions on kitchen gardening for household nutrition through a WhatsApp farmer group are scheduled in Kitui County for farmers keeping beef cattle.,Vikao kuhusu bustani ya jikoni kwa ajili ya lishe ya kaya kupitia kikundi cha wakulima cha WhatsApp vimepangwa katika Kaunti ya Kitui kwa ajili ya wakulima wanaofuga ng'ombe wa nyama.,
PSA004438,Agriculture,Sessions on soil testing and nutrient management through a WhatsApp farmer group are scheduled in Garissa County for farmers keeping pigs.,Vikao kuhusu upimaji wa udongo na usimamizi wa virutubisho kupitia kikundi cha wakulima cha WhatsApp vimepangwa katika Kaunti ya Garissa kwa ajili ya wakulima wanaofuga nguruwe.,
PSA004439,Agriculture,A new a village-level farmer clinic in Garissa County is teaching smallholder farmers about soil testing and nutrient management for tomatoes production.,Kliniki mpya ya wakulima katika ngazi ya kijiji katika Kaunti ya Garissa inawafundisha wakulima wadogo kuhusu upimaji wa udongo na usimamizi wa virutubisho kwa ajili ya uzalishaji wa nyanya.,
PSA004440,Agriculture,"To improve avocado yields, County Directorate of Agriculture is rolling out a farmer field school on livestock feed formulation across Bungoma County.","Ili kuboresha mavuno ya parachichi, Kurugenzi ya Kilimo ya Kaunti inazindua shule ya shamba ya wakulima kuhusu uundaji wa chakula cha mifugo kote Kaunti ya Bungoma.",
PSA004441,Agriculture,"To improve beans yields, Agricultural Sector Transformation Programme is rolling out a mobile SMS advisory service on greenhouse and tunnel farming across Narok County.","Ili kuboresha mavuno ya maharagwe, Programu ya Mabadiliko ya Sekta ya Kilimo inazindua huduma ya ushauri wa SMS kwa simu kuhusu kilimo cha chafu na handaki katika Kaunti ya Narok.",
PSA004442,Agriculture,Agricultural Sector Transformation Programme extension officers will visit Bomet County this month to guide dairy cattle keepers on record-keeping for farm profitability.,Maafisa wa ugani wa Programu ya Mabadiliko ya Sekta ya Kilimo watatembelea Kaunti ya Bomet mwezi huu kuwaongoza wafugaji wa ng'ombe wa maziwa kuhusu utunzaji wa kumbukumbu kwa faida ya shamba.,
PSA004443,Agriculture,Extension officers in Kajiado County are available to advise farmers on greenhouse and tunnel farming affecting sunflower and beef cattle.,Maafisa wa ugani katika Kaunti ya Kajiado wanapatikana kuwashauri wakulima kuhusu kilimo cha chafu na handaki kinachoathiri alizeti na ng'ombe wa nyama.,
PSA004444,Agriculture,"Farmers are encouraged to register for a WhatsApp farmer group in Machakos County, which will cover record-keeping for farm profitability for both onions and goats enterprises.","Wakulima wanahimizwa kujiandikisha katika kikundi cha wakulima cha WhatsApp katika Kaunti ya Machakos, ambacho kitashughulikia utunzaji wa kumbukumbu za faida ya shamba kwa biashara za vitunguu na mbuzi.",
PSA004445,Agriculture,"To improve macadamia yields, Ministry of Agriculture, Livestock and Fisheries is rolling out a mobile SMS advisory service on safe use of agrochemicals across Kisumu County.","Ili kuboresha mavuno ya makadamia, Wizara ya Kilimo, Mifugo na Uvuvi inazindua huduma ya ushauri wa SMS kwa simu kuhusu matumizi salama ya kemikali za kilimo kote Kaunti ya Kisumu.",
PSA004446,Agriculture,"Farmers are encouraged to register for an agricultural show booth in Nyeri County, which will cover water-efficient irrigation methods for both sweet potatoes and beef cattle enterprises.","Wakulima wanahimizwa kujiandikisha kwa ajili ya kibanda cha maonyesho ya kilimo katika Kaunti ya Nyeri, ambacho kitashughulikia mbinu za umwagiliaji zinazotumia maji kwa ufanisi kwa biashara za viazi vitamu na ng'ombe wa nyama.",
PSA004447,Agriculture,Farmers growing tomatoes in Samburu County are invited to attend a WhatsApp farmer group focused on kitchen gardening for household nutrition.,Wakulima wanaolima nyanya katika Kaunti ya Samburu wanaalikwa kuhudhuria kikundi cha wakulima cha WhatsApp kinacholenga bustani ya jikoni kwa ajili ya lishe ya kaya.,
PSA004448,Agriculture,Farmers growing cassava in Kajiado County are invited to attend a farmer field school focused on biogas and renewable energy on farms.,Wakulima wanaolima mihogo katika Kaunti ya Kajiado wanaalikwa kuhudhuria shule ya shamba ya wakulima inayolenga biogesi na nishati mbadala mashambani.,
PSA004449,Agriculture,Kenya National Farmers' Federation reminds sheep keepers in Meru County to attend a training-of-trainers workshop covering livestock feed formulation.,Shirikisho la Kitaifa la Wakulima la Kenya linawakumbusha wafugaji wa kondoo katika Kaunti ya Meru kuhudhuria warsha ya mafunzo ya wakufunzi inayohusu uundaji wa chakula cha mifugo.,
PSA004450,Agriculture,Farmers in Nandi County can now access free advice on disease surveillance and early reporting through an agricultural show booth organized by Kenya National Farmers' Federation.,Wakulima katika Kaunti ya Nandi sasa wanaweza kupata ushauri wa bure kuhusu ufuatiliaji wa magonjwa na kuripoti mapema kupitia kibanda cha maonyesho ya kilimo kilichoandaliwa na Shirikisho la Kitaifa la Wakulima la Kenya.,
PSA004451,Agriculture,A new a county extension baraza in Nyeri County is teaching smallholder farmers about use of certified seed for French beans production.,Baraza jipya la ugani la kaunti katika Kaunti ya Nyeri linawafundisha wakulima wadogo kuhusu matumizi ya mbegu zilizoidhinishwa kwa ajili ya uzalishaji wa maharagwe ya Kifaransa.,
PSA004452,Agriculture,A new a county extension baraza in Murang'a County is teaching smallholder farmers about livestock feed formulation for bananas production.,Baraza jipya la ugani la kaunti katika Kaunti ya Murang'a linawafundisha wakulima wadogo kuhusu uundaji wa chakula cha mifugo kwa ajili ya uzalishaji wa ndizi.,
PSA004453,Agriculture,County Directorate of Agriculture is holding a county extension baraza in Makueni County to train farmers on use of certified seed.,Kurugenzi ya Kilimo ya Kaunti inaandaa baraza la upanuzi wa kaunti katika Kaunti ya Makueni ili kuwafunza wakulima kuhusu matumizi ya mbegu zilizoidhinishwa.,
PSA004454,Agriculture,Extension officers in Machakos County are available to advise farmers on disease surveillance and early reporting affecting cassava and dairy cows.,Maafisa wa ugani katika Kaunti ya Machakos wanapatikana kuwashauri wakulima kuhusu ufuatiliaji wa magonjwa na kuripoti mapema kuhusu mihogo na ng'ombe wa maziwa.,
PSA004455,Agriculture,"To improve tomatoes yields, National Youth in Agriculture Programme is rolling out a WhatsApp farmer group on water-efficient irrigation methods across Kisii County.","Ili kuboresha mavuno ya nyanya, Programu ya Kitaifa ya Vijana katika Kilimo inaanzisha kikundi cha wakulima cha WhatsApp kuhusu mbinu za umwagiliaji zinazotumia maji kwa ufanisi kote Kaunti ya Kisii.",
PSA004456,Agriculture,Agricultural Sector Transformation Programme is holding an agricultural show booth in Tharaka Nithi County to train farmers on value addition and processing techniques.,Programu ya Mabadiliko ya Sekta ya Kilimo inaandaa kibanda cha maonyesho ya kilimo katika Kaunti ya Tharaka Nithi ili kuwafunza wakulima kuhusu mbinu za kuongeza thamani na usindikaji.,
PSA004457,Agriculture,FAO Kenya Extension Programme is holding a training-of-trainers workshop in Kajiado County to train farmers on use of certified seed.,Programu ya Ugani ya FAO Kenya inaandaa warsha ya mafunzo ya wakufunzi katika Kaunti ya Kajiado ili kuwafunza wakulima kuhusu matumizi ya mbegu zilizoidhinishwa.,
PSA004458,Agriculture,Sessions on correct fertilizer application rates through a training-of-trainers workshop are scheduled in Trans Nzoia County for farmers keeping bees.,Vikao kuhusu viwango sahihi vya matumizi ya mbolea kupitia warsha ya mafunzo ya wakufunzi vimepangwa katika Kaunti ya Trans Nzoia kwa wakulima wanaofuga nyuki.,
PSA004459,Agriculture,Extension officers in Homa Bay County are available to advise farmers on group marketing and cooperative formation affecting sunflower and bees.,Maafisa wa ugani katika Kaunti ya Homa Bay wanapatikana kuwashauri wakulima kuhusu uuzaji wa vikundi na uundaji wa ushirika unaoathiri alizeti na nyuki.,
PSA004460,Agriculture,Egerton University Extension Outreach reminds dairy cattle keepers in Laikipia County to attend a farmer field school covering safe use of agrochemicals.,Upanuzi wa Chuo Kikuu cha Egerton unawakumbusha wafugaji wa ng'ombe wa maziwa katika Kaunti ya Laikipia kuhudhuria shule ya shamba ya wakulima inayoshughulikia matumizi salama ya kemikali za kilimo.,
PSA004461,Agriculture,"Farmers are encouraged to register for a mobile SMS advisory service in Uasin Gishu County, which will cover record-keeping for farm profitability for both cassava and beef cattle enterprises.","Wakulima wanahimizwa kujiandikisha kwa huduma ya ushauri wa SMS kwa simu katika Kaunti ya Uasin Gishu, ambayo itashughulikia utunzaji wa kumbukumbu kwa faida ya shamba kwa biashara za mihogo na ng'ombe wa nyama.",
PSA004462,Agriculture,KALRO Extension Unit is holding a radio farmer program in Uasin Gishu County to train farmers on livestock feed formulation.,Kitengo cha Ugani cha KALRO kinaendesha kipindi cha redio cha wakulima katika Kaunti ya Uasin Gishu ili kuwafunza wakulima kuhusu uundaji wa chakula cha mifugo.,
PSA004463,Agriculture,KALRO Extension Unit reminds dairy cattle keepers in Homa Bay County to attend an on-farm coaching visit covering livestock feed formulation.,Kitengo cha Ugani cha KALRO kinawakumbusha wafugaji wa ng'ombe wa maziwa katika Kaunti ya Homa Bay kuhudhuria ziara ya mafunzo shambani inayohusu uundaji wa chakula cha mifugo.,
PSA004464,Agriculture,Extension officers in Samburu County are available to advise farmers on agroforestry and soil conservation affecting tea and goats.,Maafisa wa ugani katika Kaunti ya Samburu wanapatikana kuwashauri wakulima kuhusu kilimo cha misitu na uhifadhi wa udongo unaoathiri chai na mbuzi.,
PSA004465,Agriculture,"Farmers are encouraged to register for a farmer field school in Uasin Gishu County, which will cover agroforestry and soil conservation for both maize and bees enterprises.","Wakulima wanahimizwa kujiandikisha katika shule ya shamba ya wakulima katika Kaunti ya Uasin Gishu, ambayo itashughulikia kilimo cha misitu na uhifadhi wa udongo kwa biashara za mahindi na nyuki.",
PSA004466,Agriculture,County Government Extension Services extension officers will visit Siaya County this month to guide goats keepers on group marketing and cooperative formation.,Maafisa wa Huduma za Ugani za Serikali ya Kaunti watatembelea Kaunti ya Siaya mwezi huu kuwaongoza wafugaji wa mbuzi kuhusu uuzaji wa vikundi na uundaji wa ushirika.,
PSA004467,Agriculture,Agricultural Sector Transformation Programme extension officers will visit Kiambu County this month to guide pigs keepers on post-harvest handling and storage.,Maafisa wa ugani wa Programu ya Mabadiliko ya Sekta ya Kilimo watatembelea Kaunti ya Kiambu mwezi huu kuwaongoza wafugaji wa nguruwe kuhusu utunzaji na uhifadhi baada ya mavuno.,
PSA004468,Agriculture,Egerton University Extension Outreach reminds goats keepers in Narok County to attend a training-of-trainers workshop covering water-efficient irrigation methods.,Upanuzi wa Chuo Kikuu cha Egerton unawakumbusha wafugaji wa mbuzi katika Kaunti ya Narok kuhudhuria warsha ya mafunzo ya wakufunzi inayohusu mbinu za umwagiliaji zinazotumia maji kwa ufanisi.,
PSA004469,Agriculture,KALRO Extension Unit extension officers will visit Turkana County this month to guide pigs keepers on record-keeping for farm profitability.,Maafisa wa ugani wa Kitengo cha Ugani cha KALRO watatembelea Kaunti ya Turkana mwezi huu kuwaongoza watunza nguruwe kuhusu utunzaji wa kumbukumbu kwa faida ya shamba.,
PSA004470,Agriculture,Farmers in Murang'a County can now access free advice on artificial insemination techniques through a training-of-trainers workshop organized by County Government Extension Services.,Wakulima katika Kaunti ya Murang'a sasa wanaweza kupata ushauri wa bure kuhusu mbinu za upandikizaji wa mbegu bandia kupitia warsha ya mafunzo ya wakufunzi iliyoandaliwa na Huduma za Ugani za Serikali ya Kaunti.,
PSA004471,Agriculture,County Directorate of Agriculture reminds beef cattle keepers in Tharaka Nithi County to attend a radio farmer program covering agroforestry and soil conservation.,Kurugenzi ya Kilimo ya Kaunti inawakumbusha wafugaji wa ng'ombe wa nyama katika Kaunti ya Tharaka Nithi kuhudhuria kipindi cha redio cha wakulima kinachohusu kilimo cha misitu na uhifadhi wa udongo.,
PSA004472,Agriculture,A new a demonstration plot in Homa Bay County is teaching smallholder farmers about post-harvest handling and storage for macadamia production.,Kiwanja kipya cha maonyesho katika Kaunti ya Homa Bay kinawafundisha wakulima wadogo kuhusu utunzaji na uhifadhi wa baada ya mavuno kwa ajili ya uzalishaji wa makadamia.,
PSA004473,Agriculture,A new a WhatsApp farmer group in Trans Nzoia County is teaching smallholder farmers about livestock feed formulation for sugarcane production.,Kikundi kipya cha wakulima cha WhatsApp katika Kaunti ya Trans Nzoia kinawafundisha wakulima wadogo kuhusu uundaji wa chakula cha mifugo kwa ajili ya uzalishaji wa miwa.,
PSA004474,Agriculture,Egerton University Extension Outreach is holding a training-of-trainers workshop in Busia County to train farmers on water-efficient irrigation methods.,Upanuzi wa Chuo Kikuu cha Egerton unaandaa warsha ya mafunzo ya wakufunzi katika Kaunti ya Busia ili kuwafunza wakulima kuhusu mbinu za umwagiliaji zinazotumia maji kwa ufanisi.,
PSA004475,Agriculture,Sessions on artificial insemination techniques through a mobile SMS advisory service are scheduled in Busia County for farmers keeping rabbits.,Vikao kuhusu mbinu za upandikizaji wa shahawa bandia kupitia huduma ya ushauri wa SMS vimepangwa katika Kaunti ya Busia kwa ajili ya wakulima wanaofuga sungura.,
PSA004476,Agriculture,"Ministry of Agriculture, Livestock and Fisheries is holding a county extension baraza in Kericho County to train farmers on safe use of agrochemicals.","Wizara ya Kilimo, Mifugo na Uvuvi inaandaa baraza la upanuzi la kaunti katika Kaunti ya Kericho ili kuwafunza wakulima kuhusu matumizi salama ya kemikali za kilimo.",
PSA004477,Agriculture,"To improve millet yields, Egerton University Extension Outreach is rolling out a demonstration plot on post-harvest handling and storage across Embu County.","Ili kuboresha mavuno ya mtama, Chuo Kikuu cha Egerton Extension Outreach kinazindua shamba la mfano kuhusu utunzaji na uhifadhi wa baada ya mavuno katika Kaunti ya Embu.",
PSA004478,Agriculture,"To improve cassava yields, Ministry of Agriculture, Livestock and Fisheries is rolling out a farmer field school on water-efficient irrigation methods across Nyandarua County.","Ili kuboresha mavuno ya mihogo, Wizara ya Kilimo, Mifugo na Uvuvi inazindua shule ya wakulima shambani kuhusu mbinu za umwagiliaji zinazotumia maji kwa ufanisi katika Kaunti ya Nyandarua.",
PSA004479,Agriculture,A new a WhatsApp farmer group in Kwale County is teaching smallholder farmers about apiary and beekeeping management for sugarcane production.,Kundi jipya la wakulima la WhatsApp katika Kaunti ya Kwale linawafundisha wakulima wadogo kuhusu usimamizi wa nyuki na ufugaji nyuki kwa ajili ya uzalishaji wa miwa.,
PSA004480,Agriculture,Farmers growing kale (sukuma wiki) in Machakos County are invited to attend a radio farmer program focused on agroforestry and soil conservation.,Wakulima wanaolima kale (sukuma wiki) katika Kaunti ya Machakos wanaalikwa kuhudhuria kipindi cha redio cha wakulima kinacholenga kilimo mseto na uhifadhi wa udongo.,
PSA004481,Agriculture,"To improve tea yields, County Government Extension Services is rolling out a county extension baraza on soil testing and nutrient management across Kajiado County.","Ili kuboresha mavuno ya chai, Huduma za Ugani za Serikali ya Kaunti zinaanzisha baraza la ugani la kaunti kuhusu upimaji wa udongo na usimamizi wa virutubisho katika Kaunti ya Kajiado.",
PSA004482,Agriculture,Farmers in Kajiado County can now access free advice on value addition and processing techniques through a training-of-trainers workshop organized by Egerton University Extension Outreach.,Wakulima katika Kaunti ya Kajiado sasa wanaweza kupata ushauri wa bure kuhusu mbinu za kuongeza thamani na usindikaji kupitia warsha ya mafunzo ya wakufunzi iliyoandaliwa na Ugani wa Chuo Kikuu cha Egerton.,
PSA004483,Agriculture,Farmers in Kajiado County can now access free advice on disease surveillance and early reporting through a radio farmer program organized by County Directorate of Agriculture.,Wakulima katika Kaunti ya Kajiado sasa wanaweza kupata ushauri wa bure kuhusu ufuatiliaji wa magonjwa na kuripoti mapema kupitia kipindi cha redio cha wakulima kilichoandaliwa na Kurugenzi ya Kilimo ya Kaunti.,
PSA004484,Agriculture,National Youth in Agriculture Programme extension officers will visit Taita Taveta County this month to guide poultry keepers on kitchen gardening for household nutrition.,Maafisa wa ugani wa Programu ya Kitaifa ya Vijana katika Kilimo watatembelea Kaunti ya Taita Taveta mwezi huu kuwaongoza wafugaji wa kuku kuhusu bustani ya jikoni kwa ajili ya lishe ya kaya.,
PSA004485,Agriculture,Farmers in West Pokot County can now access free advice on climate-smart agronomic practices through a county extension baraza organized by County Directorate of Agriculture.,Wakulima katika Kaunti ya West Pokot sasa wanaweza kupata ushauri wa bure kuhusu mbinu za kilimo zinazozingatia hali ya hewa kupitia baraza la ugani la kaunti lililoandaliwa na Kurugenzi ya Kilimo ya Kaunti.,
PSA004486,Agriculture,"To improve avocado yields, Kenya National Farmers' Federation is rolling out a training-of-trainers workshop on integrated pest management across Baringo County.","Ili kuboresha mavuno ya parachichi, Shirikisho la Kitaifa la Wakulima la Kenya linaanzisha warsha ya mafunzo ya wakufunzi kuhusu usimamizi jumuishi wa wadudu katika Kaunti ya Baringo.",
PSA004487,Agriculture,Extension officers in West Pokot County are available to advise farmers on value addition and processing techniques affecting avocado and rabbits.,Maafisa wa ugani katika Kaunti ya Pokot Magharibi wanapatikana kuwashauri wakulima kuhusu mbinu za kuongeza thamani na usindikaji zinazoathiri parachichi na sungura.,
PSA004488,Agriculture,KALRO Extension Unit is holding an on-farm coaching visit in Marsabit County to train farmers on artificial insemination techniques.,Kitengo cha Ugani cha KALRO kinafanya ziara ya mafunzo shambani katika Kaunti ya Marsabit ili kuwafunza wakulima mbinu za upandikizaji wa mbegu bandia.,
PSA004489,Agriculture,Extension officers in Kisii County are available to advise farmers on soil testing and nutrient management affecting cassava and sheep.,Maafisa wa ugani katika Kaunti ya Kisii wanapatikana kuwashauri wakulima kuhusu upimaji wa udongo na usimamizi wa virutubisho vinavyoathiri mihogo na kondoo.,
PSA004490,Agriculture,"To improve rice yields, County Directorate of Agriculture is rolling out a WhatsApp farmer group on biogas and renewable energy on farms across Nyamira County.","Ili kuboresha mavuno ya mpunga, Kurugenzi ya Kilimo ya Kaunti inaanzisha kikundi cha wakulima cha WhatsApp kuhusu biogesi na nishati mbadala katika mashamba kote Kaunti ya Nyamira.",
PSA004491,Agriculture,Farmers growing kale (sukuma wiki) in Kajiado County are invited to attend a village-level farmer clinic focused on disease surveillance and early reporting.,Wakulima wanaolima kale (sukuma wiki) katika Kaunti ya Kajiado wanaalikwa kuhudhuria kliniki ya wakulima ya ngazi ya kijiji inayolenga ufuatiliaji wa magonjwa na kuripoti mapema.,
PSA004492,Agriculture,Sessions on farm mechanization options through a county extension baraza are scheduled in Garissa County for farmers keeping bees.,Vikao kuhusu chaguzi za uundaji wa mitambo ya kilimo kupitia baraza la ugani la kaunti vimepangwa katika Kaunti ya Garissa kwa wakulima wanaofuga nyuki.,
PSA004493,Agriculture,"Farmers are encouraged to register for an on-farm coaching visit in Baringo County, which will cover climate-smart agronomic practices for both sunflower and beef cattle enterprises.","Wakulima wanahimizwa kujiandikisha kwa ajili ya ziara ya mafunzo shambani katika Kaunti ya Baringo, ambayo itashughulikia mbinu za kilimo zinazozingatia hali ya hewa kwa biashara za alizeti na ng'ombe wa nyama.",
PSA004494,Agriculture,Sessions on disease surveillance and early reporting through an agricultural show booth are scheduled in Homa Bay County for farmers keeping poultry.,Vikao kuhusu ufuatiliaji wa magonjwa na kuripoti mapema kupitia kibanda cha maonyesho ya kilimo vimepangwa katika Kaunti ya Homa Bay kwa ajili ya wafugaji wanaofuga kuku.,
PSA004495,Agriculture,Farmers in Vihiga County can now access free advice on integrated pest management through a training-of-trainers workshop organized by County Directorate of Agriculture.,Wakulima katika Kaunti ya Vihiga sasa wanaweza kupata ushauri wa bure kuhusu usimamizi jumuishi wa wadudu kupitia warsha ya mafunzo ya wakufunzi iliyoandaliwa na Kurugenzi ya Kilimo ya Kaunti.,
PSA004496,Agriculture,National Youth in Agriculture Programme is holding a demonstration plot in Wajir County to train farmers on correct fertilizer application rates.,Mpango wa Kitaifa wa Vijana katika Kilimo unaandaa shamba la maonyesho katika Kaunti ya Wajir ili kuwafunza wakulima kuhusu viwango sahihi vya matumizi ya mbolea.,
PSA004497,Agriculture,Extension officers in Nyeri County are available to advise farmers on value addition and processing techniques affecting avocado and goats.,Maafisa wa ugani katika Kaunti ya Nyeri wanapatikana kuwashauri wakulima kuhusu mbinu za kuongeza thamani na usindikaji zinazoathiri parachichi na mbuzi.,
PSA004498,Agriculture,"To improve rice yields, FAO Kenya Extension Programme is rolling out an agricultural show booth on soil testing and nutrient management across Laikipia County.","Ili kuboresha mavuno ya mpunga, Programu ya Ugani ya FAO Kenya inazindua kibanda cha maonyesho ya kilimo kuhusu upimaji wa udongo na usimamizi wa virutubisho katika Kaunti ya Laikipia.",
