PSA_ID,Domain,English,Kiswahili,Dholuo,Final_Status
PSA002340,Agriculture,County Government Extension Services reminds dairy cattle keepers in Kericho County to attend an on-farm coaching visit covering correct fertilizer application rates.,Huduma za Ugani za Serikali ya Kaunti zinawakumbusha wafugaji wa ng'ombe wa maziwa katika Kaunti ya Kericho kuhudhuria ziara ya mafunzo shambani inayojumuisha viwango sahihi vya matumizi ya mbolea.,,Keep
PSA002341,Agriculture,"Ministry of Agriculture, Livestock and Fisheries reminds dairy cattle keepers in Homa Bay County to attend a training-of-trainers workshop covering group marketing and cooperative formation.","Wizara ya Kilimo, Mifugo na Uvuvi inawakumbusha wafugaji wa ng'ombe wa maziwa katika Kaunti ya Homa Bay kuhudhuria warsha ya mafunzo ya wakufunzi inayohusu uuzaji wa vikundi na uundaji wa ushirika.",,Keep
PSA002342,Agriculture,FAO Kenya Extension Programme reminds dairy cattle keepers in Kwale County to attend a mobile SMS advisory service covering record-keeping for farm profitability.,Programu ya Ugani ya FAO Kenya inawakumbusha wafugaji wa ng'ombe wa maziwa katika Kaunti ya Kwale kuhudhuria huduma ya ushauri wa SMS kwa simu inayohusu utunzaji wa kumbukumbu kwa faida ya shamba.,,Keep
PSA002343,Agriculture,Sessions on farm mechanization options through an on-farm coaching visit are scheduled in Kisumu County for farmers keeping rabbits.,Vikao kuhusu chaguzi za ufugaji wa sungura shambani kupitia ziara ya mafunzo shambani vimepangwa katika Kaunti ya Kisumu kwa wakulima wanaofuga sungura.,,Keep
PSA002344,Agriculture,Farmers growing beans in Mandera County are invited to attend an agricultural show booth focused on group marketing and cooperative formation.,Wakulima wanaolima maharagwe katika Kaunti ya Mandera wanaalikwa kuhudhuria kibanda cha maonyesho ya kilimo kinacholenga uuzaji wa vikundi na uundaji wa vyama vya ushirika.,,Keep
PSA002345,Agriculture,FAO Kenya Extension Programme reminds poultry keepers in Embu County to attend a training-of-trainers workshop covering livestock feed formulation.,Programu ya Ugani ya FAO Kenya inawakumbusha wafugaji wa kuku katika Kaunti ya Embu kuhudhuria warsha ya mafunzo ya wakufunzi inayohusu uundaji wa chakula cha mifugo.,,Keep
PSA002346,Agriculture,Farmers growing bananas in Samburu County are invited to attend a farmer field school focused on safe use of agrochemicals.,Wakulima wanaolima ndizi katika Kaunti ya Samburu wanaalikwa kuhudhuria shule ya shamba ya wakulima inayolenga matumizi salama ya kemikali za kilimo.,,Keep
PSA002347,Agriculture,Sessions on livestock feed formulation through a county extension baraza are scheduled in Wajir County for farmers keeping sheep.,Vikao kuhusu uundaji wa chakula cha mifugo kupitia baraza la ugani la kaunti vimepangwa katika Kaunti ya Wajir kwa ajili ya wakulima wanaofuga kondoo.,,Keep
PSA002348,Agriculture,FAO Kenya Extension Programme is holding a radio farmer program in Isiolo County to train farmers on kitchen gardening for household nutrition.,Programu ya Ugani ya FAO Kenya inaandaa kipindi cha redio cha wakulima katika Kaunti ya Isiolo ili kuwafunza wakulima kuhusu bustani za jikoni kwa ajili ya lishe ya kaya.,,Keep
PSA002349,Agriculture,Egerton University Extension Outreach extension officers will visit Nyamira County this month to guide sheep keepers on value addition and processing techniques.,Maafisa wa ugani wa Chuo Kikuu cha Egerton watatembelea Kaunti ya Nyamira mwezi huu kuwaongoza wafugaji wa kondoo kuhusu mbinu za kuongeza thamani na usindikaji.,,Keep
PSA002350,Agriculture,"Ministry of Agriculture, Livestock and Fisheries reminds beef cattle keepers in Laikipia County to attend a demonstration plot covering farm mechanization options.","Wizara ya Kilimo, Mifugo na Uvuvi inawakumbusha wafugaji wa ng'ombe wa nyama katika Kaunti ya Laikipia kuhudhuria onyesho la shamba linalohusu chaguzi za matumizi ya mashine za kilimo.",,Keep
PSA002351,Agriculture,Kenya National Farmers' Federation extension officers will visit Trans Nzoia County this month to guide bees keepers on climate-smart agronomic practices.,Maafisa wa ugani wa Shirikisho la Kitaifa la Wakulima la Kenya watatembelea Kaunti ya Trans Nzoia mwezi huu kuwaongoza wafugaji nyuki kuhusu mbinu za kilimo zinazozingatia hali ya hewa.,,Keep
PSA002352,Agriculture,Farmers growing groundnuts in Trans Nzoia County are invited to attend a demonstration plot focused on group marketing and cooperative formation.,Wakulima wanaolima karanga katika Kaunti ya Trans Nzoia wanaalikwa kuhudhuria shamba la maonyesho linalolenga uuzaji wa vikundi na uundaji wa ushirika.,,Keep
PSA002353,Agriculture,KALRO Extension Unit reminds rabbits keepers in Samburu County to attend a WhatsApp farmer group covering record-keeping for farm profitability.,Kitengo cha Ugani cha KALRO kinawakumbusha wafugaji sungura katika Kaunti ya Samburu kuhudhuria kikundi cha wakulima cha WhatsApp kinachoshughulikia utunzaji wa kumbukumbu kwa faida ya shamba.,,Keep
PSA002354,Agriculture,National Youth in Agriculture Programme reminds dairy cattle keepers in Narok County to attend a mobile SMS advisory service covering integrated pest management.,Programu ya Kitaifa ya Vijana katika Kilimo inawakumbusha wafugaji wa ng'ombe wa maziwa katika Kaunti ya Narok kuhudhuria huduma ya ushauri wa SMS kwa simu inayohusu usimamizi jumuishi wa wadudu.,,Keep
PSA002355,Agriculture,National Youth in Agriculture Programme extension officers will visit Taita Taveta County this month to guide pigs keepers on farm mechanization options.,Maafisa wa ugani wa Programu ya Kitaifa ya Vijana katika Kilimo watatembelea Kaunti ya Taita Taveta mwezi huu kuwaongoza wafugaji wa nguruwe kuhusu chaguzi za mitambo ya shambani.,,Keep
PSA002356,Agriculture,Sessions on biogas and renewable energy on farms through a village-level farmer clinic are scheduled in Makueni County for farmers keeping dairy cows.,Vikao kuhusu biogesi na nishati mbadala katika mashamba kupitia kliniki ya wakulima ya ngazi ya kijiji vimepangwa katika Kaunti ya Makueni kwa ajili ya wakulima wanaofuga ng'ombe wa maziwa.,,Keep
PSA002357,Agriculture,County Government Extension Services is holding a radio farmer program in Machakos County to train farmers on kitchen gardening for household nutrition.,Huduma za Ugani za Serikali ya Kaunti zinaendesha kipindi cha redio cha wakulima katika Kaunti ya Machakos ili kuwafunza wakulima kuhusu bustani za jikoni kwa ajili ya lishe ya kaya.,,Keep
PSA002358,Agriculture,Egerton University Extension Outreach extension officers will visit Laikipia County this month to guide dairy cows keepers on group marketing and cooperative formation.,Maafisa wa ugani wa Chuo Kikuu cha Egerton watatembelea Kaunti ya Laikipia mwezi huu kuwaongoza wafugaji wa ng'ombe wa maziwa kuhusu uuzaji wa vikundi na uundaji wa ushirika.,,Keep
PSA002359,Agriculture,"Ministry of Agriculture, Livestock and Fisheries extension officers will visit Nandi County this month to guide pigs keepers on value addition and processing techniques.","Maafisa wa ugani wa Wizara ya Kilimo, Mifugo na Uvuvi watatembelea Kaunti ya Nandi mwezi huu kuwaongoza wafugaji wa nguruwe kuhusu mbinu za kuongeza thamani na usindikaji.",,Keep
PSA002360,Agriculture,Kenya National Farmers' Federation extension officers will visit Vihiga County this month to guide sheep keepers on correct fertilizer application rates.,Maafisa wa ugani wa Shirikisho la Kitaifa la Wakulima la Kenya watatembelea Kaunti ya Vihiga mwezi huu kuwaongoza wafugaji wa kondoo kuhusu viwango sahihi vya matumizi ya mbolea.,,Keep
PSA002361,Agriculture,A new a radio farmer program in Kajiado County is teaching smallholder farmers about safe use of agrochemicals for French beans production.,Kipindi kipya cha redio cha wakulima katika Kaunti ya Kajiado kinawafundisha wakulima wadogo kuhusu matumizi salama ya kemikali za kilimo kwa ajili ya uzalishaji wa maharagwe ya Kifaransa.,,Keep
PSA002362,Agriculture,A new a radio farmer program in Bomet County is teaching smallholder farmers about disease surveillance and early reporting for tea production.,Kipindi kipya cha redio cha wakulima katika Kaunti ya Bomet kinawafundisha wakulima wadogo kuhusu ufuatiliaji wa magonjwa na kuripoti mapema kwa ajili ya uzalishaji wa chai.,,Keep
PSA002363,Agriculture,Extension officers in Kajiado County are available to advise farmers on use of certified seed affecting maize and rabbits.,Maafisa wa ugani katika Kaunti ya Kajiado wanapatikana kuwashauri wakulima kuhusu matumizi ya mbegu zilizothibitishwa zinazoathiri mahindi na sungura.,,Keep
PSA002364,Agriculture,County Government Extension Services reminds pigs keepers in Trans Nzoia County to attend an on-farm coaching visit covering biogas and renewable energy on farms.,Huduma za Ugani za Serikali ya Kaunti zinawakumbusha wafugaji nguruwe katika Kaunti ya Trans Nzoia kuhudhuria ziara ya mafunzo shambani inayohusu biogesi na nishati mbadala mashambani.,,Keep
PSA002365,Agriculture,Sessions on disease surveillance and early reporting through a demonstration plot are scheduled in Tharaka Nithi County for farmers keeping poultry.,Vikao kuhusu ufuatiliaji wa magonjwa na kuripoti mapema kupitia shamba la maonyesho vimepangwa katika Kaunti ya Tharaka Nithi kwa ajili ya wafugaji wanaofuga kuku.,,Keep
PSA002366,Agriculture,Farmers growing sugarcane in Kisumu County are invited to attend a radio farmer program focused on farm mechanization options.,Wakulima wanaolima miwa katika Kaunti ya Kisumu wanaalikwa kuhudhuria kipindi cha redio cha wakulima kinacholenga chaguzi za matumizi ya mashine za kilimo.,,Keep
PSA002367,Agriculture,Sessions on soil testing and nutrient management through a radio farmer program are scheduled in Kirinyaga County for farmers keeping dairy cattle.,Vikao kuhusu upimaji wa udongo na usimamizi wa virutubisho kupitia kipindi cha redio cha mkulima vimepangwa katika Kaunti ya Kirinyaga kwa ajili ya wakulima wanaofuga ng'ombe wa maziwa.,,Keep
PSA002368,Agriculture,"Ministry of Agriculture, Livestock and Fisheries is holding a training-of-trainers workshop in Wajir County to train farmers on kitchen gardening for household nutrition.","Wizara ya Kilimo, Mifugo na Uvuvi inaandaa warsha ya mafunzo ya wakufunzi katika Kaunti ya Wajir ili kuwafunza wakulima kuhusu bustani za jikoni kwa ajili ya lishe ya kaya.",,Keep
PSA002369,Agriculture,KALRO Extension Unit extension officers will visit Kiambu County this month to guide beef cattle keepers on soil testing and nutrient management.,Maafisa wa ugani wa Kitengo cha Ugani cha KALRO watatembelea Kaunti ya Kiambu mwezi huu kuwaongoza wafugaji wa ng'ombe wa nyama kuhusu upimaji wa udongo na usimamizi wa virutubisho.,,Keep
PSA002370,Agriculture,Sessions on artificial insemination techniques through a farmer field school are scheduled in Bomet County for farmers keeping sheep.,Vikao kuhusu mbinu za upandikizaji bandia kupitia shule ya shamba ya wakulima vimepangwa katika Kaunti ya Bomet kwa ajili ya wakulima wanaofuga kondoo.,,Keep
PSA002371,Agriculture,County Directorate of Agriculture extension officers will visit Kwale County this month to guide sheep keepers on agroforestry and soil conservation.,Maafisa wa ugani wa Kurugenzi ya Kilimo ya Kaunti watatembelea Kaunti ya Kwale mwezi huu kuwaongoza wafugaji wa kondoo kuhusu kilimo cha misitu na uhifadhi wa udongo.,,Keep
PSA002372,Agriculture,Farmers growing tomatoes in Vihiga County are invited to attend a radio farmer program focused on group marketing and cooperative formation.,Wakulima wanaolima nyanya katika Kaunti ya Vihiga wanaalikwa kuhudhuria kipindi cha redio cha wakulima kinacholenga uuzaji wa vikundi na uundaji wa vyama vya ushirika.,,Keep
PSA002373,Agriculture,KALRO Extension Unit extension officers will visit Kiambu County this month to guide rabbits keepers on farm mechanization options.,Maafisa wa ugani wa Kitengo cha Ugani cha KALRO watatembelea Kaunti ya Kiambu mwezi huu kuwaongoza wafugaji wa sungura kuhusu chaguzi za mitambo ya shambani.,,Keep
PSA002374,Agriculture,Farmers growing mango in Migori County are invited to attend an agricultural show booth focused on agroforestry and soil conservation.,Wakulima wanaolima maembe katika Kaunti ya Migori wanaalikwa kuhudhuria onyesho la kilimo linalolenga kilimo mseto na uhifadhi wa udongo.,,Keep
PSA002375,Agriculture,Egerton University Extension Outreach extension officers will visit Mandera County this month to guide bees keepers on post-harvest handling and storage.,Maafisa wa ugani wa Chuo Kikuu cha Egerton watatembelea Kaunti ya Mandera mwezi huu kuwaongoza wafugaji wa nyuki kuhusu utunzaji na uhifadhi wa nyuki baada ya mavuno.,,Keep
PSA002376,Agriculture,"To improve macadamia yields, National Youth in Agriculture Programme is rolling out an on-farm coaching visit on kitchen gardening for household nutrition across Narok County.","Ili kuboresha mavuno ya makadamia, Programu ya Kitaifa ya Vijana katika Kilimo inazindua ziara ya kufundisha shambani kuhusu bustani za jikoni kwa ajili ya lishe ya kaya kote Kaunti ya Narok.",,Keep
PSA002377,Agriculture,"Ministry of Agriculture, Livestock and Fisheries extension officers will visit Nakuru County this month to guide beef cattle keepers on biogas and renewable energy on farms.","Maafisa wa ugani wa Wizara ya Kilimo, Mifugo na Uvuvi watatembelea Kaunti ya Nakuru mwezi huu kuwaongoza wafugaji wa ng'ombe wa nyama kuhusu biogesi na nishati mbadala mashambani.",,Keep
PSA002378,Agriculture,"To improve millet yields, FAO Kenya Extension Programme is rolling out a farmer field school on use of certified seed across Narok County.","Ili kuboresha mavuno ya mtama, Programu ya Ugani ya FAO Kenya inazindua shule ya wakulima shambani kuhusu matumizi ya mbegu zilizoidhinishwa kote Kaunti ya Narok.",,Keep
PSA002379,Agriculture,Sessions on kitchen gardening for household nutrition through a radio farmer program are scheduled in Nyamira County for farmers keeping poultry.,Vipindi kuhusu bustani ya jikoni kwa ajili ya lishe ya kaya kupitia kipindi cha redio cha mkulima vimepangwa katika Kaunti ya Nyamira kwa ajili ya wakulima wanaofuga kuku.,,Keep
PSA002380,Agriculture,Farmers growing sweet potatoes in Embu County are invited to attend an agricultural show booth focused on agroforestry and soil conservation.,Wakulima wanaolima viazi vitamu katika Kaunti ya Embu wanaalikwa kuhudhuria kibanda cha maonyesho ya kilimo kinacholenga kilimo mseto na uhifadhi wa udongo.,,Keep
PSA002381,Agriculture,Farmers growing sugarcane in Kirinyaga County are invited to attend an agricultural show booth focused on farm mechanization options.,Wakulima wanaolima miwa katika Kaunti ya Kirinyaga wanaalikwa kuhudhuria maonyesho ya kilimo yanayolenga chaguzi za matumizi ya mashine za kilimo.,,Keep
PSA002382,Education,[Health Protocols] Comprehensive COVID-19 health and safety protocols for school reopening including mandatory masks and temperature monitoring,[Itifaki za Afya] Itifaki kamili za afya na usalama za COVID-19 kwa ajili ya kufungua shule ikiwa ni pamoja na barakoa za lazima na ufuatiliaji wa halijoto,Chenro mag thieth: Chenro mag thieth kod ritruok kuom COVID-19 ma oriwo tiyo gi maske kod ng'iyo chal mar liet e kinde ma skul chako tiyo kendo,Keep
PSA002383,Education,"100% transition policy: Every child must be in school January 6 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" no excuses!",Sera ya mpito 100%: Kila mtoto lazima awe shuleni Januari 6 hakuna visingizio!,Chenro mar lokruok mar 100%: Nyithindo duto nyaka bed e skul Januar 6 onge weche ma digiloko!,Keep
PSA002384,Education,"100% transition: Every Grade 6 must report to JSS ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" no staying !","Mpito 100%: Kila Darasa la 6 lazima aripoti kwa JSS ""hakuna kukaa nyumbani!""",Lokruok mar 100%: Ng'ato ka ng'ato manie klas mar auchiel nyaka dhi e ofis mar JSS.,Keep
PSA002385,Education,"Act now! Communities, prevent FGM to protect girls.","Chukua hatua sasa! Jamii, zuia ukeketaji ili kuwalinda wasichana.","Kaw okang' sani! jodak duto, geng'uru nyang'e mar joma nyiri mondo uritgi.",Keep
PSA002386,Education,"All boarding schools must conduct safety audit by September 30, 2025.","Shule zote za bweni lazima zifanye ukaguzi wa usalama ifikapo Septemba 30, 2025.","Skunde duto ma nigi kar nindo nyaka tim nonro mar ritruok kapok Septemba 30, 2025.",Keep
PSA002387,Education,"All boarding schools must install fire alarms + sprinklers by Jan 6 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" CS orders!",Shule zote za bweni lazima ziweke kengele za moto + vinyunyizio ifikapo Januari 6 - maagizo ya CS!,Skunde duto ma nigi boarding nyaka ti gi gik makwedo mach kod gik ma thiro pi kapok ochopo tarik 6 Januar kaluwore gi chike mag CS!,Keep
PSA002388,Education,All can learn! Use braille and ramps for disabled students.,Wote wanaweza kujifunza! Tumia braille na ramps kwa wanafunzi walemavu.,Ji duto nyalo puonjore! Ti gi Braille kod kuonde ma nyithindo nyalo kaloe.,Keep
PSA002389,Education,"All dormitories must have emergency exits ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" inspection starts Dec 1!",Bwenzi wote lazima wawe na njia za dharura za kutokea - ukaguzi unaanza Desemba 1!,Od nindo duto nyaka bed gi dhoudi mag geng'o masira chakre Desemba 1!,Keep
PSA002390,Education,"All Grade 6 learners automatically placed in junior secondary ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" no exam needed.","Wanafunzi wote wa Darasa la 6 huwekwa kiotomatiki katika shule ya upili ya junior ""hakuna mtihani unaohitajika.""",Jopuonjre duto mag klas mar auchiel ne iketo e sekondari mar sekondari maonge penj madwarore.,Keep
PSA002391,Education,"All schools get Ksh 10M for ICT upgrade ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" principal must apply by Nov 30!","Shule zote zitapokea Ksh 10M kwa ajili ya kuboresha ICT ""Mkuu wa shule lazima aombe ifikapo Novemba 30!",Skunde duto yudo Ksh 10M mar medo lony e yore mag ICT.,Keep
PSA002392,Education,"All schools get Ksh 2M digital lab grant ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" principal must apply by Friday.","Shule zote zapata ruzuku ya maabara ya kidijitali ya Ksh 2M ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" mkuu wa shule lazima aombe ifikapo Ijumaa.",Skunde duto biro yudo Ksh 2M mar kony mar lab dijitol.,Keep
PSA002393,Education,"All schools must conduct fire drill before Dec 20 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" no excuses!","Shule zote lazima zifanye mazoezi ya kuzima moto kabla ya Desemba 20 ""hakuna visingizio!"" Hakuna visingizio!",Skunde duto nyaka tim ikruok ne masira mar mach kapok Desemba 20 ochopo.,Keep
PSA002394,Education,"All schools must have functional GBV reporting desk ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" inspection starts Dec 1!","Shule zote lazima ziwe na dawati linalofanya kazi la kuripoti GBV ""ukaguzi unaanza Desemba 1!",Skunde duto nyaka bed gi kuonde ma ji nyalo ndikoe weche mag timbe gero mag nindruok chakre Desemba 1!,Keep
PSA002395,Education,"All schools must screen for TB before reopening ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" free testing starts Monday!","Shule zote lazima zichunguzwe kwa TB kabla ya kufungua tena ""upimaji wa bure"" unaanza Jumatatu!",Skunde duto nyaka tim nonro mar TB kapok ochak timo nonro maonge chudo chakre Tich Ariyo!,Keep
PSA002396,Education,"All TTC students must complete civic education module before graduation ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" KICD directive.","Wanafunzi wote wa TTC lazima wamalize moduli ya elimu ya uraia kabla ya kuhitimu ""agizo la KICD"".",Jopuonjre duto mag TTC nyaka tiek somo mar somo mar dak mar oganda kapok gi tieko tiegruok.,Keep
PSA002397,Education,"All universities must host voter registration centers ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" IEBC order.","Vyuo vikuu vyote lazima viwe na vituo vya usajili wa wapiga kura â€šÂ¢â€šÂ¬Ã¢â‚¬Å"" agizo la IEBC.",Yunivasiti duto nyaka bed gi kuonde ma ji nyalo ndikoe joma dhi e yiero kaluwore gi chik mar IEBC.,Keep
PSA002398,Education,"Anti-bullying week starts Monday ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" report via or school counselor!","Wiki ya kupambana na uonevu inaanza Jumatatu â€šÂ¢â€šÂ¬Ã¢â‚¬Å"" ripoti kupitia au mshauri wa shule!",Juma mar kedo gi timbe gero chakore Tich Ariyo. Riwri gi laktar mar skul e !,Keep
PSA002399,Education,App gives points for learning and reporting,Programu inatoa pointi za kujifunza na kuripoti,App chiwo points kuom puonjruok kod chiwo ripot,Keep
PSA002400,Education,Audit schools! Ensure compliance with fire safety standards.,Ukaguzi wa shule! Hakikisha kufuata viwango vya usalama wa moto.,Nono skunde! Ne ni oluw chike mag geng'o mach.,Keep
PSA002401,Education,"Be alert! Communities, report trafficking risks to 116.","Kuwa mwangalifu! Jamii, ripoti hatari za usafirishaji haramu kwa 116.","Beduru motang'! Kanyakla magwa, landuru hinyruok mabedoe nikech ohand dhano e namba 116.",Keep
PSA002402,Education,Be alert! Report suspicious activities near schools to authorities.,Kuwa mwangalifu! Ripoti shughuli zinazotiliwa shaka karibu na shule kwa mamlaka.,Beduru motang'! Lando ne jotelo mag sirkal gik ma nyalo miyo ng'ato opar ni otimo gimoro marach machiegni gi skul.,Keep
PSA002403,Education,Be cautious! Avoid chemical hazards near schools.,Kuwa mwangalifu! Epuka hatari za kemikali karibu na shule.,Bed motang'! Tang' gi gik manyalo hinyo ng'ato ka in machiegni gi skul.,Keep
PSA002404,Education,Be vigilant! Report school fee fraud to authorities.,Kuwa mwangalifu! Ripoti udanganyifu wa ada ya shule kwa mamlaka.,Beduru motang'! Lando wach chulo osuru mar skul ne jotelo.,Keep
PSA002405,Education,"Bursary fraud: Only use official county portals ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" ignore WhatsApp groups!",Tahadhari ya ulaghai wa ufadhili wa masomo: Tuma maombi kupitia lango rasmi za kaunti pekee puuza matapeli wa WhatsApp.,Buono pesa mar bursary: Ti mana gi websait mag county to kik iluw grup mag WhatsApp!,Keep
PSA002406,Education,"Communities, be vigilant! Report terror threats near schools.","Jamii, kuwa macho! Ripoti vitisho vya ugaidi karibu na shule.","Un ji duto, beduru motang'! Lando wach timbe mahundu machiegni gi skunde.",Keep
PSA002407,Education,"Communities, stay safe! Prevent abductions near schools.","Jamii, kaeni salama! Zuia utekaji nyara karibu na shule.","Un ji duto, beduru motang'! Geng'o mako ji e yo marach machiegni gi skunde.",Keep
PSA002408,Education,Correct details on CBA portal to avoid disqualification.,Sahihisha maelezo kwenye lango la CBA ili kuepuka kufutwa.,Chan weche e CBA portal mondo kik ng'ato ogol oko.,Keep
PSA002409,Education,Correct details on CBA portal to avoid issues.,Sahihisha maelezo kwenye lango la CBA ili kuepuka masuala.,Lok weche e CBA portal mondo ogeng' chandruok.,Keep
PSA002410,Education,"Cyberbullying hotline ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" report harmful posts anonymously NOW!",Simu ya dharura ya unyanyasaji mtandaoni ...,Cyberbullying hotline chiwo ripot mag weche maricho ma ok oyangre KINDEGI!,Keep
PSA002411,Education,Demand accountability! Ensure school funds are used wisely.,Dai uwajibikaji! Hakikisha fedha za shule zinatumika kwa busara.,Dwaruru mondo ong'adnu bura! Ne ni oti gi pesa mag skul e yo mariek.,Keep
PSA002412,Education,Demand accountability! Ensure transparent school fund management.,"Dai uwajibikaji! Hakikisha usimamizi wa fedha za shule ni wazi. Vilabu vya demokrasia lazima vikutane kila wiki na agizo la Wizara la """""" litaanza kutumika mara moja!",Dwaruru mondo ong'adnu bura! Neno ni oti gi pesa e yo ma ratiro.,Keep
PSA002413,Education,"Democracy clubs must meet weekly ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" Ministry directive effective immediately!",Vilabu vya demokrasia lazima vikutane kila wiki agizo la Wizara likianza kutumika mara moja!,"Riwruoge mag demokrasi nyaka chop chike mag Migawo mar weche thieth juma ka juma, kochakore sani!",Keep
PSA002414,Education,Drink safe water! Prevent cholera in schools.,Kunywa maji salama! Zuia kipindupindu shuleni.,Madho pi maler! Geng'o kolera e skunde.,Keep
PSA002415,Education,Dual training alert: All TVET students must sign industry contracts by Dec 31.,Tahadhari ya mafunzo mara mbili: Wanafunzi wote wa TVET lazima wasaini mikataba ya tasnia ifikapo Desemba 31.,Chenro mar tiegruok ariyo: Jopuonjre duto mag tiegruok mar TVET nyaka ti gi winjruok mar ohala kapok tarik 31 Desemba ochopo.,Keep
PSA002416,Education,Dual training now mandatory: All TVET students must work while learning.,Mafunzo mara mbili sasa ni lazima: Wanafunzi wote wa TVET lazima wafanye kazi wakati wa kujifunza.,Puonjruok e yore ariyo koro en gima ochuno: Jopuonjre duto mag TVET nyaka ti seche ma gipuonjore.,Keep
PSA002417,Education,EACC campaigns to encourage anonymous reporting of corruption cases.,EACC inafanya kampeni za kuhamasisha kuripoti visa vya ufisadi bila majina.,EACC timo kampen mar jiwo ji mondo ochiw ripot e wi weche mag mibadhi e yo ma onge ng'at ma ong'eyo.,Keep
PSA002418,Education,EACC introduces a mobile app for easy reporting of corruption.,EACC inaanzisha programu ya simu kwa ajili ya kurahisisha kuripoti ufisadi.,EACC chako tiyo gi app mar simo mondo okony e chiwo ripot mayot e wi mibadhi.,Keep
PSA002419,Education,EACC introduces multiple reporting channels for whistleblowers.,EACC inaanzisha njia nyingi za kuripoti kwa wafichuzi.,EACC kelo yore mang'eny mag chiwo ripot ne joma chiwo ripot.,Keep
PSA002420,Education,EACC sensitizes citizens on reporting corruption through county forums.,EACC inahamasisha raia kuhusu kuripoti ufisadi kupitia majukwaa ya kaunti.,EACC konyo jopiny ng'eyo kaka ginyalo chiwo ripot mag mibadhi kokalo kuom forum mag kaunti.,Keep
PSA002421,Education,EACC supports local offices to prevent misuse of public funds.,EACC inasaidia ofisi za mitaa kuzuia matumizi mabaya ya fedha za umma.,EACC konyo ofise mag sirkal e geng'o tiyo marach gi pesa mag sirkal.,Keep
PSA002422,Education,Educate communities! Teach banditry prevention near schools.,Elimisha jamii! Fundisha kuzuia ujambazi karibu na shule.,Puonj ji! Puonj ji kaka ginyalo geng'o timbe mag mahundu ka gin machiegni gi skunde.,Keep
PSA002423,Education,Educate parents! Teach FGM risks to protect girls.,Elimisha wazazi! Fundisha hatari za ukeketaji ili kuwalinda wasichana.,Puonj jonyuol! Puonjo nyithindo wach tuwono nyalo kelo hinyruok ne nyiri.,Keep
PSA002424,Education,Educate students! Teach terror prevention in schools.,Elimisha wanafunzi! Fundisha kuzuia ugaidi shuleni.,Puonj nyithindo! Puonj ji kaka ginyalo geng'o timbe mahundu e skul.,Keep
PSA002425,Education,Education Chief Administrative Secretary Zac Kinuthia announced that journalists seeking to cover school-related stories must now obtain prior clearance from the Ministry of Education.,Katibu Mkuu wa Utawala wa Elimu Zac Kinuthia alitangaza kwamba waandishi wa habari wanaotaka kuripoti habari zinazohusiana na shule lazima sasa wapate kibali cha awali kutoka Wizara ya Elimu.,Jatend migao mar weche somo Zac Kinuthia ne olando ni jofwambo madwaro ndiko weche motudore gi skul koro nyaka yud thuolo motelo koa kuom migao mar weche somo.,Keep
PSA002426,Education,Elimination of school levies: All public schools must comply with free education policy.,Kuondolewa kwa ada za shule: Shule zote za umma lazima zizingatie sera ya elimu bila malipo.,Golo osuru mag somo: Skunde duto mag sirkal nyaka luw chike mag somo maonge chudo.,Keep
PSA002427,Education,Empower girls! Provide scholarships to keep girls in school.,Wawezeshe wasichana! Toa ufadhili wa masomo ili kuwaweka wasichana shuleni.,Miyo nyiri teko! Chiw pesa ma konyo nyiri dhi nyime gi somo.,Keep
PSA002428,Education,Ensure access to education during COVID 2020.,Hakikisha upatikanaji wa elimu wakati wa COVID 2020.,Neno ni ji oyudo somo e kinde mar COVID 2020.,Keep
PSA002429,Education,Ensure access! Provide digital platforms for all students.,Hakikisha upatikanaji! Toa majukwaa ya kidijitali kwa wanafunzi wote.,Beduru motang' mondo kik udonj! Miyo jopuonjre duto thuolo mar tiyo gi intanet.,Keep
PSA002430,Education,Ensure all learners have textbooks by January 6.,Hakikisha wanafunzi wote wana vitabu vya kiada ifikapo Januari 6.,Ne ni jopuonjre duto nigi buge mag somo kochopo Januar 6.,Keep
